Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LN6017294-1,    23.3642,   -59.79,    12.6269,   178.17,     21.956,    64.60,          0,     0.00,    8.55198,     0.31,    23.3647,   120.20,    12.6275,    -1.84,    21.9563,  -115.40,          0,     0.00,    8.55203,  -179.69
Line.LN6108131-1,    23.3647,   -59.80,    12.6275,   178.16,    21.3787,    64.60,          0,     0.00,     8.3168,    -3.28,    23.3654,   120.20,    12.6282,    -1.85,    21.3791,  -115.41,          0,     0.00,    8.31688,   176.72
Line.LN6199518-1,    23.3654,   -59.80,    12.6282,   178.15,    21.3791,    64.59,          0,     0.00,    8.31688,    -3.28,    23.3661,   120.19,     12.629,    -1.86,    21.3795,  -115.41,          0,     0.00,    8.31697,   176.72
Line.LN6047566-1,    23.3661,   -59.81,    11.2245,   178.16,    21.3795,    64.59,          0,     0.00,    9.72121,    -3.09,    23.3666,   120.19,    11.2251,    -1.85,    21.3799,  -115.42,          0,     0.00,    9.72127,   176.91
Line.LN5683819-1,    23.3666,   -59.81,    11.2251,   178.15,    21.3799,    64.58,          0,     0.00,    9.72127,    -3.09,    23.3673,   120.18,     11.226,    -1.87,    21.3803,  -115.43,          0,     0.00,    9.72137,   176.91
Line.LN5744336-1,    23.3673,   -59.82,    7.29963,   178.11,    21.3803,    64.57,          0,     0.00,     13.647,    -2.73,    23.3681,   120.17,     7.3005,    -1.91,    21.3808,  -115.43,          0,     0.00,    13.6471,   177.27
Line.LN5926302-1,    23.3681,   -59.83,    6.45913,   178.09,    21.3808,    64.57,          0,     0.00,    14.4884,    -2.68,    23.3684,   120.17,    6.45953,    -1.92,     21.381,  -115.44,          0,     0.00,    14.4884,   177.32
Line.LN5532750-1,    23.3684,   -59.83,    5.05455,   178.11,     21.381,    64.56,          0,     0.00,    15.8933,    -2.62,    23.3689,   120.17,    5.05511,    -1.91,    21.3813,  -115.44,          0,     0.00,    15.8934,   177.38
Line.LN5472354-1,    23.3689,   -59.83, 0.00200914,   -73.69,    21.3813,    64.56,          0,     0.00,    20.9489,    -2.46,    23.3691,   120.17, 0.00124615,   106.31,    21.3814,  -115.44,          0,     0.00,    20.9489,   177.54
Line.LN5956466-1,    23.3691,   -59.83, 0.00124615,   -73.69, 0.00122999,   164.38,          0,     0.00,    23.3694,   -59.84,    23.3694,   120.16, 2.72848E-011,   -53.13, 1.45519E-011,    90.00,          0,     0.00,    23.3694,   120.16
Line.CAP_3B,    241.354,  -168.70,          0,     0.00,          0,     0.00,          0,     0.00,    241.354,  -168.70,    241.354,    11.30,          0,     0.00,          0,     0.00,          0,     0.00,    241.354,    11.30
Line.CAP_3C,    194.843,    81.35,          0,     0.00,          0,     0.00,          0,     0.00,    194.843,    81.35,    194.843,   -98.65,          0,     0.00,          0,     0.00,          0,     0.00,    194.843,   -98.65
Line.LN6229819-1,   0.514936,   -58.20,    0.55602,   179.83,   0.567688,    65.33,          0,     0.00,  0.0930299,   120.87,   0.515165,   121.71,   0.556282,    -0.25,   0.567829,  -114.75,          0,     0.00,  0.0930135,   -59.14
Line.LN5472390-2,   0.515165,   -58.29,   0.556282,   179.75,   0.567829,    65.25,          0,     0.00,  0.0930135,   120.86,    0.51532,   121.66,   0.556458,    -0.31,   0.567924,  -114.81,          0,     0.00,  0.0930024,   -59.14
Line.LN5472390-3,    0.51532,   -58.34,   0.556458,   179.69,   0.567923,    65.19,          0,     0.00,  0.0930024,   120.86,   0.515364,   121.64,   0.556509,    -0.32,   0.567951,  -114.82,          0,     0.00,  0.0929992,   -59.14
Line.LN5682346-2,    7.19212,   -57.71,    58.6813,   179.88,    5.10709,    65.71,          0,     0.00,     52.755,  -178.58,    7.19238,   122.28,    58.6816,    -0.12,    5.10725,  -114.30,          0,     0.00,    52.7549,     1.42
Line.LN5682346-3,    7.19238,   -57.72,    58.6816,   179.88,    5.10725,    65.70,          0,     0.00,    52.7549,  -178.58,    7.19297,   122.27,    58.6823,    -0.12,    5.10761,  -114.32,          0,     0.00,    52.7549,     1.42
Line.G9343_48332_SW,    7.19297,   -57.73,    58.6823,   179.88,    5.10761,    65.68,          0,     0.00,    52.7549,  -178.58,    7.19297,   122.27,    58.6823,    -0.12,    5.10761,  -114.32,          0,     0.00,    52.7549,     1.42
Line.LN5833624-2,    7.19297,   -57.73,    58.6823,   179.88,    5.10761,    65.68,          0,     0.00,    52.7549,  -178.58,    7.19436,   122.23,    58.6839,    -0.13,    5.10845,  -114.38,          0,     0.00,    52.7548,     1.42
Line.LN5833624-3,    7.19436,   -57.77,    58.6839,   179.87,    5.10845,    65.62,          0,     0.00,    52.7548,  -178.58,    7.19453,   122.22,    58.6841,    -0.13,    5.10856,  -114.38,          0,     0.00,    52.7548,     1.42
Line.LN5561439-3,    7.19453,   -57.78,    57.2888,   179.87,    5.10856,    65.62,          0,     0.00,      51.36,  -178.54,    7.19594,   122.19,    57.2904,    -0.13,    5.10942,  -114.44,          0,     0.00,    51.3599,     1.46
Line.LN5561439-2,    7.19594,   -57.81,    57.2904,   179.87,    5.10942,    65.56,          0,     0.00,    51.3599,  -178.54,    7.19604,   122.18,    57.2906,    -0.13,    5.10948,  -114.44,          0,     0.00,    51.3599,     1.46
Line.LN5532768-1,    5.90927,   -57.78,    57.2906,   179.87,    5.10948,    65.56,          0,     0.00,    52.0257,  -179.76,    5.91037,   122.19,    57.2918,    -0.14,    5.11015,  -114.49,          0,     0.00,    52.0256,     0.24
Line.LN6047595-2,    5.91037,   -57.81,  0.0143176,   -71.86,    5.11015,    65.51,          0,     0.00,    5.28361,    -3.96,    5.91147,   122.15,  0.0102537,   108.14,    5.11083,  -114.53,          0,     0.00,    5.28371,   176.04
Line.LN6047595-3,    5.91147,   -57.85,  0.0102537,   -71.86,    5.11083,    65.47,          0,     0.00,    5.28371,    -3.96,    5.91171,   122.14, 0.00937049,   108.14,    5.11098,  -114.54,          0,     0.00,    5.28373,   176.04
Line.LN5894212-1,    5.91171,   -57.86, 0.00937049,   -71.86,    1.41923,    65.71,          0,     0.00,    5.26995,   -44.91,    5.91226,   122.13, 0.00734497,   108.14,    1.41956,  -114.37,          0,     0.00,       5.27,   135.09
Line.LN5894212-2,    5.91226,   -57.87, 0.00734497,   -71.86, 0.00724519,   165.26,          0,     0.00,    5.91411,   -57.94,    5.91311,   122.10, 0.00424731,   108.14,  0.0041896,   -14.74,          0,     0.00,    5.91418,   122.06
Line.LN6290240-3, 0.00400484,    48.91, 0.00424731,   -71.86,  0.0041896,   165.26,          0,     0.00, 0.000108934,   153.48, 0.00284555,  -131.09, 0.00301783,   108.14, 0.00297683,   -14.74,          0,     0.00, 7.74008E-005,   -26.52
Line.LN6290240-2, 0.00284555,    48.91, 0.00301783,   -71.86, 0.00297683,   165.26,          0,     0.00, 7.7401E-005,   153.48,  0.0010343,  -131.09, 0.00109692,   108.14, 0.00108202,   -14.74,          0,     0.00, 2.81338E-005,   -26.52
Line.LN6231998-1,  0.0010343,    48.91, 0.00109692,   -71.86, 0.00108202,   165.26,          0,     0.00, 2.81338E-005,   153.48, 1.19998E-010,   104.04, 7.27596E-011,    36.87, 1.45519E-011,   -90.00,          0,     0.00, 1.48401E-010,    78.69
Line.LN5867591-1,    30.6414,   -55.12,    41.8567,  -176.19,    11.5041,    67.07,          0,     0.00,    26.2797,  -138.76,    30.6414,   124.88,    41.8567,     3.81,    11.5041,  -112.93,          0,     0.00,    26.2797,    41.24
Line.V7041_48332_SW,    30.6414,   -55.12,    41.8567,  -176.19,    11.5041,    67.07,          0,     0.00,    26.2797,  -138.76,    30.6414,   124.88,    41.8567,     3.81,    11.5041,  -112.93,          0,     0.00,    26.2797,    41.24
Line.LN5985361-1,    30.6414,   -55.12,    41.8567,  -176.19,    11.5041,    67.07,          0,     0.00,    26.2797,  -138.76,    30.6425,   124.87,     41.858,     3.80,    11.5049,  -112.95,          0,     0.00,    26.2796,    41.24
Line.LN6318768-1,    30.6425,   -55.13,    40.9921,  -176.19,    11.5049,    67.05,          0,     0.00,    25.5994,  -137.58,    30.6431,   124.86,    40.9928,     3.80,    11.5053,  -112.96,          0,     0.00,    25.5994,    42.42
Line.LN6077443-1,    12.2295,   -55.12,    40.9928,  -176.20,    11.5053,    67.04,          0,     0.00,    29.4995,  -175.80,    12.2296,   124.88,    40.9929,     3.80,    11.5054,  -112.96,          0,     0.00,    29.4995,     4.20
Line.LN6411005-1,    12.2296,   -55.12,    40.9929,  -176.20,    11.5054,    67.04,          0,     0.00,    29.4995,  -175.80,    12.2299,   124.88,    40.9932,     3.80,    11.5056,  -112.97,          0,     0.00,    29.4995,     4.20
Line.LN6411005-2,    12.2299,   -55.12,    13.9436,  -176.20,    11.5056,    67.03,          0,     0.00,    2.45753,  -171.47,    12.2305,   124.87,    13.9443,     3.79,     11.506,  -112.98,          0,     0.00,    2.45746,     8.53
Line.LN6409778-1,    12.2305,   -55.13,    13.9443,  -176.21,     11.506,    67.02,          0,     0.00,    2.45746,  -171.47,    12.2314,   124.85,    13.9454,     3.78,    11.5067,  -113.00,          0,     0.00,    2.45734,     8.53
Line.LN5561437-1,    12.2314,   -55.15,    12.4967,  -176.20,    11.5067,    67.00,          0,     0.00,    1.02166,  -164.45,    12.2322,   124.84,    12.4976,     3.79,    11.5073,  -113.01,          0,     0.00,    1.02157,    15.55
Line.LN6350574-1,    9.50845,   -55.15,    9.58636,  -176.20,    8.62576,    67.01,          0,     0.00,   0.911262,  -146.86,    9.50898,   124.84,    9.58702,     3.79,    8.62614,  -113.00,          0,     0.00,   0.911188,    33.15
Line.LN6425615-1,    8.15332,   -55.13,    9.58702,  -176.21,    8.62614,    67.00,          0,     0.00,    1.65312,   158.08,    8.15433,   124.84,    9.58821,     3.77,    8.62687,  -113.03,          0,     0.00,    1.65298,   -21.92
Line.LN8979255-1,    2.72549,   -55.26,    2.91301,  -176.32,    2.88307,    66.86,          0,     0.00,   0.314866,   134.56,    2.72559,   124.73,    2.91312,     3.67,    2.88319,  -113.15,          0,     0.00,   0.314854,   -45.45
Line.LN8979254-1,    2.72559,   -55.27,    2.91312,  -176.33,    2.88319,    66.85,          0,     0.00,   0.314854,   134.55,    2.72576,   124.72,    2.91329,     3.66,    2.88337,  -113.16,          0,     0.00,   0.314835,   -45.47
Line.LN8979254-2,    2.72576,   -55.28,    2.91329,  -176.34,    2.88337,    66.84,          0,     0.00,   0.314835,   134.53,    2.72621,   124.68,    2.91376,     3.63,    2.88386,  -113.20,          0,     0.00,   0.314784,   -45.50
Line.LN5728479-1,    5.42885,   -55.10,    6.67521,  -176.19,    5.74381,    67.03,          0,     0.00,    1.37007,   163.35,    5.42907,   124.89,    6.67547,     3.80,    5.74397,  -112.98,          0,     0.00,    1.37004,   -16.65
Line.LN8979248-1,    2.72472,   -55.20,    2.91226,  -176.26,    2.88223,    66.93,          0,     0.00,   0.314984,   134.62,    2.72482,   124.80,    2.91236,     3.74,    2.88234,  -113.08,          0,     0.00,   0.314972,   -45.38
Line.LN8979249-1,    2.72482,   -55.20,    2.91236,  -176.26,    2.88234,    66.92,          0,     0.00,   0.314972,   134.62,    2.72495,   124.79,    2.91249,     3.73,    2.88248,  -113.09,          0,     0.00,   0.314957,   -45.39
Line.LN8979249-2,    2.72495,   -55.21,    2.91249,  -176.27,    2.88248,    66.91,          0,     0.00,   0.314957,   134.61,     2.7263,   124.68,    2.91388,     3.62,    2.88394,  -113.20,          0,     0.00,   0.314805,   -45.50
Line.LN6061815-1,    2.70436,   -55.02,    3.76321,  -176.16,    2.86174,    67.11,          0,     0.00,    1.10423,   171.22,    2.70482,   124.94,    3.76376,     3.81,    2.86208,  -112.93,          0,     0.00,    1.10417,    -8.77
Line.LN6364659-1,   0.540427,   -55.16,    1.44912,  -176.33,   0.571947,    66.97,          0,     0.00,   0.913713,  -179.37,   0.541027,   124.62,    1.44983,     3.59,   0.572388,  -113.26,          0,     0.00,   0.913636,     0.63
Line.LN6274208-1,     2.1644,   -55.03,    2.31464,  -176.10,    2.29014,    67.10,          0,     0.00,   0.251776,   134.86,    2.16505,   124.91,    2.31541,     3.84,    2.29061,  -112.96,          0,     0.00,   0.251695,   -45.15
Line.LN6274208-2,    1.35342,   -54.92,     1.4471,  -176.00,    1.43185,    67.21,          0,     0.00,   0.157321,   134.93,    1.35358,   125.05,    1.44729,     3.98,    1.43197,  -112.82,          0,     0.00,     0.1573,   -45.08
Line.LN81098881-1,    1.35358,   -54.95,    1.44729,  -176.02,    1.43197,    67.18,          0,     0.00,     0.1573,   134.92,    1.35381,   125.01,    1.44753,     3.94,    1.43222,  -112.86,          0,     0.00,   0.157273,   -45.11
Line.LN8979257-1,    1.35381,   -54.99,    1.44753,  -176.06,    1.43222,    67.14,          0,     0.00,   0.157273,   134.89,      1.354,   124.98,    1.44772,     3.91,    1.43242,  -112.89,          0,     0.00,   0.157251,   -45.14
Line.LN8979257-2,      1.354,   -55.02,    1.44772,  -176.09,    1.43242,    67.11,          0,     0.00,   0.157251,   134.86,    1.35443,   124.91,    1.44816,     3.85,    1.43289,  -112.96,          0,     0.00,   0.157201,   -45.21
Line.LN8979256-1,    1.35443,   -55.09,    1.44816,  -176.15,    1.43289,    67.04,          0,     0.00,   0.157201,   134.79,    1.35611,   124.64,    1.44989,     3.59,    1.43471,  -113.24,          0,     0.00,   0.157008,   -45.47
Line.LN8989758-1,    2.72373,   -55.20,    2.91125,  -176.26,    2.88152,    66.92,          0,     0.00,      0.315,   134.59,    2.72397,   124.78,    2.91149,     3.73,    2.88178,  -113.10,          0,     0.00,   0.314973,   -45.42
Line.LN8979251-1,    2.72397,   -55.22,    2.91149,  -176.27,    2.88178,    66.90,          0,     0.00,   0.314973,   134.58,    2.72413,   124.77,    2.91166,     3.71,    2.88196,  -113.11,          0,     0.00,   0.314954,   -45.44
Line.LN8979251-2,    2.72413,   -55.23,    2.91166,  -176.29,    2.88196,    66.89,          0,     0.00,   0.314954,   134.56,    2.72523,   124.68,    2.91278,     3.63,    2.88314,  -113.20,          0,     0.00,   0.314831,   -45.52
Line.LN5503546-1, 0.000554618,    50.97, 0.000592621,   -68.46,   0.857495,    66.79,          0,     0.00,   0.857608,    66.75, 2.9118E-011,    88.21, 6.36646E-012,     0.00,    0.85761,  -113.25,          0,     0.00,    0.85761,  -113.25
Line.CAP_2B,    511.649,  -163.31,          0,     0.00,          0,     0.00,          0,     0.00,    511.649,  -163.31,    511.649,    16.69,          0,     0.00,          0,     0.00,          0,     0.00,    511.649,    16.69
Line.CAP_2C,    436.053,    84.43,          0,     0.00,          0,     0.00,          0,     0.00,    436.053,    84.43,    436.053,   -95.57,          0,     0.00,          0,     0.00,          0,     0.00,    436.053,   -95.57
Line.LN6504019-6,    16.4499,   -51.34,    24.0828,  -171.32,    17.9535,    69.32,          0,     0.00,    7.19622,   177.48,    16.4514,   128.65,    24.0845,     8.67,    17.9545,  -110.70,          0,     0.00,    7.19617,    -2.52
Line.LN5927383-1,    2.53256,   -50.71,    8.85035,  -171.04,    3.70688,    69.77,          0,     0.00,    5.85894,   178.63,    2.53319,   129.24,    8.85105,     8.94,    3.70731,  -110.26,          0,     0.00,    5.85893,    -1.37
Line.LN5654480-1,    2.53319,   -50.76,    8.85105,  -171.06,    3.70731,    69.74,          0,     0.00,    5.85893,   178.63,    2.53323,   129.23,     8.8511,     8.94,    3.70734,  -110.26,          0,     0.00,    5.85892,    -1.37
Line.LN6412356-1,    2.53323,   -50.77,    2.77291,  -170.80,    3.70734,    69.74,          0,     0.00,    1.08262,    82.09,    2.53379,   129.19,    2.77352,     9.16,    3.70772,  -110.30,          0,     0.00,    1.08256,   -97.91
Line.LN5533797-1,    2.53379,   -50.81,    2.77352,  -170.84,    3.70772,    69.70,          0,     0.00,    1.08256,    82.09,     2.5344,   129.14,    2.77419,     9.11,    3.70813,  -110.33,          0,     0.00,    1.08249,   -97.92
Line.LN6078775-1,     2.5344,   -50.86,    2.77419,  -170.89,    3.70813,    69.67,          0,     0.00,    1.08249,    82.08,    2.53588,   129.03,    2.77582,     9.00,    3.70913,  -110.41,          0,     0.00,    1.08233,   -97.92
Line.LN6381858-1,  0.0105829,    55.61,   0.011452,   -64.19,   0.850026,    70.00,          0,     0.00,   0.852365,    69.27, 0.00856551,  -124.39, 0.00926889,   115.81,   0.850404,  -110.15,          0,     0.00,   0.852308,  -110.74
Line.LN6078776-1, 0.00856551,    55.61, 0.00926889,   -64.19, 0.00907386,   170.11,          0,     0.00, 0.000290645,   102.88, 0.00562447,  -124.39, 0.00608633,   115.81, 0.00595827,    -9.89,          0,     0.00, 0.00019085,   -77.12
Line.LN5542283-1, 0.00562447,    55.61, 0.00608633,   -64.19, 0.00595827,   170.11,          0,     0.00, 0.00019085,   102.88, 4.01828E-011,   -95.19, 1.10645E-011,  -170.54, 1.09139E-011,   -90.00,          0,     0.00, 5.47211E-011,  -105.42
Line.LN8940662-1,    2.53892,   -51.20,    2.77916,  -171.23,    2.85914,    69.46,          0,     0.00,   0.314383,   119.05,    2.53907,   128.79,    2.77931,     8.76,    2.85929,  -110.55,          0,     0.00,   0.314383,   -60.96
Line.LN8940663-1,    2.53907,   -51.21,    2.77931,  -171.24,    2.85929,    69.45,          0,     0.00,   0.314383,   119.04,    2.54105,   128.62,    2.78128,     8.61,    2.86129,  -110.70,          0,     0.00,   0.314387,   -60.99
Line.LN5898194-1,     13.919,   -51.47,    15.2343,  -171.50,    14.2478,    69.18,          0,     0.00,    1.34356,   172.46,    13.9198,   128.52,    15.2351,     8.49,    14.2483,  -110.83,          0,     0.00,    1.34353,    -7.54
Line.LN5655838-1,    13.9198,   -51.48,    15.2351,  -171.51,    14.2483,    69.17,          0,     0.00,    1.34353,   172.46,    13.9204,   128.51,    15.2358,     8.48,    14.2488,  -110.84,          0,     0.00,    1.34354,    -7.54
Line.LN5622467-1,    13.9204,   -51.49,    13.8511,  -171.53,    14.2488,    69.16,          0,     0.00,   0.385041,    84.47,    13.9215,   128.49,    13.8523,     8.45,    14.2496,  -110.86,          0,     0.00,   0.384929,   -95.54
Line.LN5622467-4,    12.6561,   -51.51,    13.8523,  -171.55,    14.2496,    69.14,          0,     0.00,    1.56485,   118.72,     12.657,   128.47,    13.8533,     8.44,    14.2502,  -110.87,          0,     0.00,    1.56475,   -61.27
Line.LN7167521-1,     12.657,   -51.53,    13.8533,  -171.56,    14.2502,    69.13,          0,     0.00,    1.56475,   118.73,    12.6575,   128.46,    13.8539,     8.43,    14.2506,  -110.88,          0,     0.00,     1.5647,   -61.27
Line.LN8978752-1,    12.6575,   -51.54,    13.8539,  -171.57,    14.2506,    69.12,          0,     0.00,     1.5647,   118.73,    12.6577,   128.46,    13.8541,     8.43,    14.2508,  -110.88,          0,     0.00,     1.5647,   -61.28
Line.LN8978753-1,    12.6577,   -51.54,    13.8541,  -171.57,    14.2508,    69.12,          0,     0.00,     1.5647,   118.72,    12.6579,   128.46,    13.8542,     8.43,     14.251,  -110.88,          0,     0.00,     1.5647,   -61.28
Line.LN8978753-2,    12.6579,   -51.54,    13.8542,  -171.57,     14.251,    69.12,          0,     0.00,     1.5647,   118.72,    12.6596,   128.43,    13.8559,     8.40,    14.2527,  -110.91,          0,     0.00,    1.56471,   -61.28
Line.CAP_1B,    531.602,  -159.06,          0,     0.00,          0,     0.00,          0,     0.00,    531.602,  -159.06,    531.602,    20.94,          0,     0.00,          0,     0.00,          0,     0.00,    531.602,    20.94
Line.CAP_1C,    498.715,    87.55,          0,     0.00,          0,     0.00,          0,     0.00,    498.715,    87.55,    498.715,   -92.45,          0,     0.00,          0,     0.00,          0,     0.00,    498.715,   -92.45
Transformer.VREG4_A,    85.2561,   -24.36,    85.2561,   155.64,          0,     0.00,          0,     0.00,          0,     0.00,     79.308,   155.64,     79.308,   -24.36,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG4_B,    100.482,  -150.68,    100.482,    29.32,          0,     0.00,          0,     0.00,          0,     0.00,     93.472,    29.32,     93.472,  -150.68,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG4_C,    86.3588,    95.30,    86.3588,   -84.70,          0,     0.00,          0,     0.00,          0,     0.00,    83.7419,   -84.70,    83.7419,    95.30,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG3_A,    328.572,   -48.90,    328.572,   131.10,          0,     0.00,          0,     0.00,          0,     0.00,    298.701,   131.10,    298.701,   -48.90,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG2_A,    281.615,   -59.33,    281.615,   120.67,          0,     0.00,          0,     0.00,          0,     0.00,    265.049,   120.67,    265.049,   -59.33,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG2_B,    248.622,   178.33,    248.622,    -1.67,          0,     0.00,          0,     0.00,          0,     0.00,    239.635,    -1.67,    239.635,   178.33,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG2_C,    201.994,    64.72,    201.994,  -115.28,          0,     0.00,          0,     0.00,          0,     0.00,      199.5,  -115.28,      199.5,    64.72,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG3_B,    322.568,  -171.02,    322.568,     8.98,          0,     0.00,          0,     0.00,          0,     0.00,    303.593,     8.98,    303.593,  -171.02,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.VREG3_C,    222.419,    79.51,    222.419,  -100.49,          0,     0.00,          0,     0.00,          0,     0.00,    221.038,  -100.49,    221.038,    79.51,          0,     0.00,          0,     0.00,          0,     0.00
Capacitor.CAPBANK2A,    43.3285,    54.75,          0,     0.00,          0,     0.00,          0,     0.00,    43.3285,    54.75,    43.3285,  -125.25,          0,     0.00,          0,     0.00,          0,     0.00,    43.3285,  -125.25
Capacitor.CAPBANK2B,    43.3025,   -65.11,          0,     0.00,          0,     0.00,          0,     0.00,    43.3025,   -65.11,    43.3025,   114.89,          0,     0.00,          0,     0.00,          0,     0.00,    43.3025,   114.89
Capacitor.CAPBANK2C,    43.6294,   175.21,          0,     0.00,          0,     0.00,          0,     0.00,    43.6294,   175.21,    43.6294,    -4.79,          0,     0.00,          0,     0.00,          0,     0.00,    43.6294,    -4.79
Capacitor.CAPBANK1A,     41.716,    51.91,          0,     0.00,          0,     0.00,          0,     0.00,     41.716,    51.91,     41.716,  -128.09,          0,     0.00,          0,     0.00,          0,     0.00,     41.716,  -128.09
Capacitor.CAPBANK1B,    42.0327,   -68.40,          0,     0.00,          0,     0.00,          0,     0.00,    42.0327,   -68.40,    42.0327,   111.60,          0,     0.00,          0,     0.00,          0,     0.00,    42.0327,   111.60
Capacitor.CAPBANK1C,    43.2657,   172.88,          0,     0.00,          0,     0.00,          0,     0.00,    43.2657,   172.88,    43.2657,    -7.12,          0,     0.00,          0,     0.00,          0,     0.00,    43.2657,    -7.12
Capacitor.CAPBANK3,    42.3168,    49.27,     41.999,   -71.57,    43.0176,   169.87,          0,     0.00,    1.47501,  -171.56,    42.3168,  -130.73,     41.999,   108.43,    43.0176,   -10.13,          0,     0.00,    1.47501,     8.44
Capacitor.CAPBANK0A,    55.4164,    46.46,          0,     0.00,          0,     0.00,          0,     0.00,    55.4164,    46.46,    55.4164,  -133.54,          0,     0.00,          0,     0.00,          0,     0.00,    55.4164,  -133.54
Capacitor.CAPBANK0B,     56.362,   -75.52,          0,     0.00,          0,     0.00,          0,     0.00,     56.362,   -75.52,     56.362,   104.48,          0,     0.00,          0,     0.00,          0,     0.00,     56.362,   104.48
Capacitor.CAPBANK0C,    57.8308,   170.06,          0,     0.00,          0,     0.00,          0,     0.00,    57.8308,   170.06,    57.8308,    -9.94,          0,     0.00,          0,     0.00,          0,     0.00,    57.8308,    -9.94
Line.HVMV_SUB_CONNECTOR,    549.391,   -37.86,      531.6,  -159.06,    499.258,    87.54,          0,     0.00,     50.058,  -145.46,    549.391,   142.14,      531.6,    20.94,    499.258,   -92.46,          0,     0.00,     50.058,    34.54
Line.A8735_48332_SW,    549.391,   -37.86,      531.6,  -159.06,    499.257,    87.53,          0,     0.00,     50.058,  -145.46,    549.391,   142.14,      531.6,    20.94,    499.257,   -92.47,          0,     0.00,     50.058,    34.54
Line.LN5710794-3,    549.391,   -37.86,      531.6,  -159.06,    499.258,    87.54,          0,     0.00,     50.058,  -145.46,    549.391,   142.14,      531.6,    20.94,    499.257,   -92.47,          0,     0.00,     50.058,    34.54
Transformer.HVMV_SUB,    59.6991,    -8.99,    54.4678,  -127.06,    58.9119,   116.34,          0,     0.00, 1.7053E-013,   180.00,    556.258,   142.14,    538.245,    20.94,    502.378,   -92.46,    52.6207,  -142.75, 4.09602E-006,    32.30
Transformer.FEEDER_REGA,    556.258,   -37.86,    556.258,   142.14,          0,     0.00,          0,     0.00,          0,     0.00,    549.391,   142.14,    549.391,   -37.86,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.FEEDER_REGB,    538.245,  -159.06,    538.245,    20.94,          0,     0.00,          0,     0.00,          0,     0.00,      531.6,    20.94,      531.6,  -159.06,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.FEEDER_REGC,    502.378,    87.54,    502.378,   -92.46,          0,     0.00,          0,     0.00,          0,     0.00,    499.258,   -92.46,    499.258,    87.54,          0,     0.00,          0,     0.00,          0,     0.00
Reactor.HVMV_SUB_HSB,    59.6991,    -8.99,    54.4678,  -127.06,    58.9119,   116.34,          0,     0.00, 9.32545E-013,   102.77,    59.6991,   171.01,    54.4678,    52.94,    58.9119,   -63.66,          0,     0.00, 9.32545E-013,   -77.23
Load.T226195333C,   0.564264,    70.88,   0.564264,  -109.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.T5223658A,   0.247353,   -50.23,   0.247353,   129.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LN5958865-1,    35.5986,    70.05,    35.5986,  -109.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LN6198133-1, 0.000983954,   175.10, 0.000983954,    -4.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LN5686244-1,    5.51048,   -50.52,    5.51048,   129.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LN6381855-1,   0.849636,    69.98,   0.849636,  -110.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.T21386877A,   0.753568,   -51.08,   0.753568,   128.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.T0107636A,     1.2607,   -51.18,     1.2607,   128.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LN6140925-1,    5.98164,    68.80,    5.98164,  -111.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LN5988007-1,    2.56933,   -52.20,    2.56933,   127.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.T5260630B,   0.837406,  -172.55,   0.837406,     7.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
